instancia;capacidade;algoritmo;alpha;iteracoes;bloco;semente;tempo;custo;media;melhor_alpha
tc40-1.txt;3;guloso;;1;;1783289133;0.000048;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289134;0.000044;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289135;0.000042;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289136;0.000043;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289137;0.000047;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289138;0.000046;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289139;0.000047;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289140;0.000045;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289141;0.000046;977.000000;;
tc40-1.txt;3;guloso;;1;;1783289142;0.000045;977.000000;;
tc40-1.txt;3;randomizado;0.050000;30;;1783289133;0.002319;1263.000000;1525.066667;
tc40-1.txt;3;randomizado;0.050000;30;;1783289134;0.002223;1135.000000;1523.333333;
tc40-1.txt;3;randomizado;0.050000;30;;1783289135;0.002136;1182.000000;1513.966667;
tc40-1.txt;3;randomizado;0.050000;30;;1783289136;0.002095;1277.000000;1477.700000;
tc40-1.txt;3;randomizado;0.050000;30;;1783289137;0.002064;1161.000000;1511.100000;
tc40-1.txt;3;randomizado;0.050000;30;;1783289138;0.002109;1251.000000;1493.400000;
tc40-1.txt;3;randomizado;0.050000;30;;1783289139;0.002054;1124.000000;1502.833333;
tc40-1.txt;3;randomizado;0.050000;30;;1783289140;0.002172;1297.000000;1484.900000;
tc40-1.txt;3;randomizado;0.050000;30;;1783289141;0.002271;1299.000000;1500.233333;
tc40-1.txt;3;randomizado;0.050000;30;;1783289142;0.002234;1173.000000;1509.166667;
tc40-1.txt;3;randomizado;0.150000;30;;1783289133;0.002264;1645.000000;2000.166667;
tc40-1.txt;3;randomizado;0.150000;30;;1783289134;0.002222;1331.000000;1998.133333;
tc40-1.txt;3;randomizado;0.150000;30;;1783289135;0.002265;1633.000000;1996.200000;
tc40-1.txt;3;randomizado;0.150000;30;;1783289136;0.002160;1731.000000;2034.666667;
tc40-1.txt;3;randomizado;0.150000;30;;1783289137;0.002166;1420.000000;1976.533333;
tc40-1.txt;3;randomizado;0.150000;30;;1783289138;0.002144;1632.000000;2001.000000;
tc40-1.txt;3;randomizado;0.150000;30;;1783289139;0.002148;1540.000000;2002.933333;
tc40-1.txt;3;randomizado;0.150000;30;;1783289140;0.002166;1568.000000;2010.366667;
tc40-1.txt;3;randomizado;0.150000;30;;1783289141;0.002152;1328.000000;1932.766667;
tc40-1.txt;3;randomizado;0.150000;30;;1783289142;0.002187;1684.000000;2078.133333;
tc40-1.txt;3;randomizado;0.300000;30;;1783289133;0.002158;1713.000000;2014.266667;
tc40-1.txt;3;randomizado;0.300000;30;;1783289134;0.002246;1664.000000;2025.700000;
tc40-1.txt;3;randomizado;0.300000;30;;1783289135;0.002208;1561.000000;2018.333333;
tc40-1.txt;3;randomizado;0.300000;30;;1783289136;0.002194;1643.000000;2047.266667;
tc40-1.txt;3;randomizado;0.300000;30;;1783289137;0.002350;1532.000000;2006.233333;
tc40-1.txt;3;randomizado;0.300000;30;;1783289138;0.002302;1663.000000;2048.033333;
tc40-1.txt;3;randomizado;0.300000;30;;1783289139;0.002201;1677.000000;2054.066667;
tc40-1.txt;3;randomizado;0.300000;30;;1783289140;0.002085;1761.000000;2067.766667;
tc40-1.txt;3;randomizado;0.300000;30;;1783289141;0.002136;1545.000000;1981.966667;
tc40-1.txt;3;randomizado;0.300000;30;;1783289142;0.002186;1854.000000;2112.533333;
tc40-1.txt;3;reativo;;300;30;1783289133;0.021969;1193.000000;1854.570000;0.050000
tc40-1.txt;3;reativo;;300;30;1783289134;0.021788;1210.000000;1839.316667;0.050000
tc40-1.txt;3;reativo;;300;30;1783289135;0.022142;1221.000000;1845.310000;0.050000
tc40-1.txt;3;reativo;;300;30;1783289136;0.022268;1215.000000;1815.846667;0.050000
tc40-1.txt;3;reativo;;300;30;1783289137;0.022121;1086.000000;1807.946667;0.050000
tc40-1.txt;3;reativo;;300;30;1783289138;0.021439;1212.000000;1845.853333;0.050000
tc40-1.txt;3;reativo;;300;30;1783289139;0.022507;1248.000000;1841.796667;0.050000
tc40-1.txt;3;reativo;;300;30;1783289140;0.021881;1197.000000;1855.826667;0.050000
tc40-1.txt;3;reativo;;300;30;1783289141;0.021112;1238.000000;1850.993333;0.050000
tc40-1.txt;3;reativo;;300;30;1783289142;0.022087;1204.000000;1826.420000;0.050000
tc40-1.txt;5;guloso;;1;;1783289133;0.000054;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289134;0.000045;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289135;0.000044;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289136;0.000043;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289137;0.000042;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289138;0.000045;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289139;0.000044;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289140;0.000042;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289141;0.000041;706.000000;;
tc40-1.txt;5;guloso;;1;;1783289142;0.000047;706.000000;;
tc40-1.txt;5;randomizado;0.050000;30;;1783289133;0.002373;1114.000000;1439.800000;
tc40-1.txt;5;randomizado;0.050000;30;;1783289134;0.002390;1223.000000;1405.566667;
tc40-1.txt;5;randomizado;0.050000;30;;1783289135;0.002399;1140.000000;1411.466667;
tc40-1.txt;5;randomizado;0.050000;30;;1783289136;0.002438;1211.000000;1395.733333;
tc40-1.txt;5;randomizado;0.050000;30;;1783289137;0.002539;1215.000000;1417.066667;
tc40-1.txt;5;randomizado;0.050000;30;;1783289138;0.002437;1227.000000;1420.233333;
tc40-1.txt;5;randomizado;0.050000;30;;1783289139;0.002407;1182.000000;1419.433333;
tc40-1.txt;5;randomizado;0.050000;30;;1783289140;0.002469;1193.000000;1451.366667;
tc40-1.txt;5;randomizado;0.050000;30;;1783289141;0.002498;1085.000000;1395.233333;
tc40-1.txt;5;randomizado;0.050000;30;;1783289142;0.002355;1159.000000;1387.933333;
tc40-1.txt;5;randomizado;0.150000;30;;1783289133;0.002330;1534.000000;1997.633333;
tc40-1.txt;5;randomizado;0.150000;30;;1783289134;0.002425;1605.000000;2023.166667;
tc40-1.txt;5;randomizado;0.150000;30;;1783289135;0.002512;1554.000000;1992.366667;
tc40-1.txt;5;randomizado;0.150000;30;;1783289136;0.002652;1690.000000;2079.400000;
tc40-1.txt;5;randomizado;0.150000;30;;1783289137;0.002558;1720.000000;2029.166667;
tc40-1.txt;5;randomizado;0.150000;30;;1783289138;0.002822;1508.000000;2022.333333;
tc40-1.txt;5;randomizado;0.150000;30;;1783289139;0.002585;1508.000000;2025.000000;
tc40-1.txt;5;randomizado;0.150000;30;;1783289140;0.002427;1541.000000;1992.433333;
tc40-1.txt;5;randomizado;0.150000;30;;1783289141;0.002632;1657.000000;2058.500000;
tc40-1.txt;5;randomizado;0.150000;30;;1783289142;0.002845;1728.000000;2050.000000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289133;0.002581;1386.000000;2018.966667;
tc40-1.txt;5;randomizado;0.300000;30;;1783289134;0.002580;1605.000000;2057.900000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289135;0.002577;1696.000000;2062.600000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289136;0.002713;1648.000000;2101.000000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289137;0.002620;1690.000000;2062.833333;
tc40-1.txt;5;randomizado;0.300000;30;;1783289138;0.002619;1569.000000;2029.900000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289139;0.002561;1661.000000;2055.700000;
tc40-1.txt;5;randomizado;0.300000;30;;1783289140;0.002411;1763.000000;2036.633333;
tc40-1.txt;5;randomizado;0.300000;30;;1783289141;0.002449;1685.000000;2041.233333;
tc40-1.txt;5;randomizado;0.300000;30;;1783289142;0.002433;1811.000000;2082.733333;
tc40-1.txt;5;reativo;;300;30;1783289133;0.024455;1062.000000;1796.113333;0.050000
tc40-1.txt;5;reativo;;300;30;1783289134;0.025748;1164.000000;1808.413333;0.050000
tc40-1.txt;5;reativo;;300;30;1783289135;0.027290;1154.000000;1776.506667;0.050000
tc40-1.txt;5;reativo;;300;30;1783289136;0.025504;1050.000000;1763.010000;0.050000
tc40-1.txt;5;reativo;;300;30;1783289137;0.024711;1082.000000;1766.080000;0.050000
tc40-1.txt;5;reativo;;300;30;1783289138;0.026389;1128.000000;1766.406667;0.050000
tc40-1.txt;5;reativo;;300;30;1783289139;0.025060;1098.000000;1792.083333;0.050000
tc40-1.txt;5;reativo;;300;30;1783289140;0.024978;1138.000000;1782.763333;0.050000
tc40-1.txt;5;reativo;;300;30;1783289141;0.024601;1154.000000;1796.683333;0.050000
tc40-1.txt;5;reativo;;300;30;1783289142;0.024727;1107.000000;1746.130000;0.050000
tc40-1.txt;10;guloso;;1;;1783289133;0.000048;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289134;0.000047;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289135;0.000047;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289136;0.000046;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289137;0.000050;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289138;0.000048;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289139;0.000051;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289140;0.000051;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289141;0.000049;681.000000;;
tc40-1.txt;10;guloso;;1;;1783289142;0.000055;681.000000;;
tc40-1.txt;10;randomizado;0.050000;30;;1783289133;0.003135;1152.000000;1357.633333;
tc40-1.txt;10;randomizado;0.050000;30;;1783289134;0.002949;1165.000000;1354.833333;
tc40-1.txt;10;randomizado;0.050000;30;;1783289135;0.002868;1171.000000;1403.766667;
tc40-1.txt;10;randomizado;0.050000;30;;1783289136;0.002863;1144.000000;1347.233333;
tc40-1.txt;10;randomizado;0.050000;30;;1783289137;0.002862;1096.000000;1403.133333;
tc40-1.txt;10;randomizado;0.050000;30;;1783289138;0.003183;1135.000000;1344.666667;
tc40-1.txt;10;randomizado;0.050000;30;;1783289139;0.003032;1196.000000;1387.966667;
tc40-1.txt;10;randomizado;0.050000;30;;1783289140;0.002863;1151.000000;1367.500000;
tc40-1.txt;10;randomizado;0.050000;30;;1783289141;0.002921;1059.000000;1380.233333;
tc40-1.txt;10;randomizado;0.050000;30;;1783289142;0.003115;1184.000000;1367.066667;
tc40-1.txt;10;randomizado;0.150000;30;;1783289133;0.002812;1599.000000;2031.233333;
tc40-1.txt;10;randomizado;0.150000;30;;1783289134;0.002873;1712.000000;2104.233333;
tc40-1.txt;10;randomizado;0.150000;30;;1783289135;0.002757;1731.000000;2056.533333;
tc40-1.txt;10;randomizado;0.150000;30;;1783289136;0.002695;1582.000000;2053.033333;
tc40-1.txt;10;randomizado;0.150000;30;;1783289137;0.002786;1824.000000;2060.566667;
tc40-1.txt;10;randomizado;0.150000;30;;1783289138;0.002822;1673.000000;2079.133333;
tc40-1.txt;10;randomizado;0.150000;30;;1783289139;0.002793;1679.000000;2009.266667;
tc40-1.txt;10;randomizado;0.150000;30;;1783289140;0.002615;1486.000000;2051.866667;
tc40-1.txt;10;randomizado;0.150000;30;;1783289141;0.002623;1674.000000;2037.500000;
tc40-1.txt;10;randomizado;0.150000;30;;1783289142;0.002744;1723.000000;2030.400000;
tc40-1.txt;10;randomizado;0.300000;30;;1783289133;0.002843;1702.000000;2047.700000;
tc40-1.txt;10;randomizado;0.300000;30;;1783289134;0.002719;1751.000000;2118.366667;
tc40-1.txt;10;randomizado;0.300000;30;;1783289135;0.002833;1778.000000;2067.766667;
tc40-1.txt;10;randomizado;0.300000;30;;1783289136;0.002868;1805.000000;2078.566667;
tc40-1.txt;10;randomizado;0.300000;30;;1783289137;0.002822;1841.000000;2077.800000;
tc40-1.txt;10;randomizado;0.300000;30;;1783289138;0.002705;1832.000000;2104.900000;
tc40-1.txt;10;randomizado;0.300000;30;;1783289139;0.002954;1769.000000;2044.733333;
tc40-1.txt;10;randomizado;0.300000;30;;1783289140;0.002844;1526.000000;2060.566667;
tc40-1.txt;10;randomizado;0.300000;30;;1783289141;0.002794;1814.000000;2060.566667;
tc40-1.txt;10;randomizado;0.300000;30;;1783289142;0.002872;1732.000000;2044.233333;
tc40-1.txt;10;reativo;;300;30;1783289133;0.028781;1100.000000;1797.840000;0.050000
tc40-1.txt;10;reativo;;300;30;1783289134;0.027877;1104.000000;1802.330000;0.050000
tc40-1.txt;10;reativo;;300;30;1783289135;0.028014;1069.000000;1774.213333;0.050000
tc40-1.txt;10;reativo;;300;30;1783289136;0.028758;1020.000000;1767.293333;0.050000
tc40-1.txt;10;reativo;;300;30;1783289137;0.028233;1073.000000;1779.233333;0.050000
tc40-1.txt;10;reativo;;300;30;1783289138;0.027585;1085.000000;1758.606667;0.050000
tc40-1.txt;10;reativo;;300;30;1783289139;0.027293;981.000000;1778.280000;0.050000
tc40-1.txt;10;reativo;;300;30;1783289140;0.027508;1051.000000;1790.353333;0.050000
tc40-1.txt;10;reativo;;300;30;1783289141;0.028352;1012.000000;1801.133333;0.050000
tc40-1.txt;10;reativo;;300;30;1783289142;0.028276;1113.000000;1758.976667;0.050000
tc40-2.txt;3;guloso;;1;;1783289133;0.000046;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289134;0.000051;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289135;0.000044;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289136;0.000045;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289137;0.000047;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289138;0.000045;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289139;0.000048;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289140;0.000042;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289141;0.000041;1029.000000;;
tc40-2.txt;3;guloso;;1;;1783289142;0.000040;1029.000000;;
tc40-2.txt;3;randomizado;0.050000;30;;1783289133;0.002161;1308.000000;1542.533333;
tc40-2.txt;3;randomizado;0.050000;30;;1783289134;0.002025;1253.000000;1511.733333;
tc40-2.txt;3;randomizado;0.050000;30;;1783289135;0.002087;1246.000000;1513.533333;
tc40-2.txt;3;randomizado;0.050000;30;;1783289136;0.002206;1262.000000;1506.266667;
tc40-2.txt;3;randomizado;0.050000;30;;1783289137;0.002006;1369.000000;1522.000000;
tc40-2.txt;3;randomizado;0.050000;30;;1783289138;0.002043;1315.000000;1508.466667;
tc40-2.txt;3;randomizado;0.050000;30;;1783289139;0.002199;1343.000000;1527.633333;
tc40-2.txt;3;randomizado;0.050000;30;;1783289140;0.002085;1321.000000;1492.933333;
tc40-2.txt;3;randomizado;0.050000;30;;1783289141;0.002023;1282.000000;1534.700000;
tc40-2.txt;3;randomizado;0.050000;30;;1783289142;0.002072;1277.000000;1550.366667;
tc40-2.txt;3;randomizado;0.150000;30;;1783289133;0.002078;1507.000000;1913.133333;
tc40-2.txt;3;randomizado;0.150000;30;;1783289134;0.002232;1472.000000;1960.166667;
tc40-2.txt;3;randomizado;0.150000;30;;1783289135;0.002147;1560.000000;1883.600000;
tc40-2.txt;3;randomizado;0.150000;30;;1783289136;0.002100;1524.000000;1984.000000;
tc40-2.txt;3;randomizado;0.150000;30;;1783289137;0.002148;1529.000000;1921.900000;
tc40-2.txt;3;randomizado;0.150000;30;;1783289138;0.002084;1730.000000;1961.033333;
tc40-2.txt;3;randomizado;0.150000;30;;1783289139;0.002209;1641.000000;1985.633333;
tc40-2.txt;3;randomizado;0.150000;30;;1783289140;0.002193;1619.000000;1987.166667;
tc40-2.txt;3;randomizado;0.150000;30;;1783289141;0.002142;1482.000000;1928.400000;
tc40-2.txt;3;randomizado;0.150000;30;;1783289142;0.002186;1660.000000;1977.900000;
tc40-2.txt;3;randomizado;0.300000;30;;1783289133;0.002423;1696.000000;1972.166667;
tc40-2.txt;3;randomizado;0.300000;30;;1783289134;0.002249;1638.000000;2003.600000;
tc40-2.txt;3;randomizado;0.300000;30;;1783289135;0.002309;1537.000000;1925.133333;
tc40-2.txt;3;randomizado;0.300000;30;;1783289136;0.002201;1649.000000;1988.366667;
tc40-2.txt;3;randomizado;0.300000;30;;1783289137;0.002282;1637.000000;1948.966667;
tc40-2.txt;3;randomizado;0.300000;30;;1783289138;0.002151;1612.000000;1988.566667;
tc40-2.txt;3;randomizado;0.300000;30;;1783289139;0.002221;1731.000000;2011.733333;
tc40-2.txt;3;randomizado;0.300000;30;;1783289140;0.002204;1740.000000;2012.633333;
tc40-2.txt;3;randomizado;0.300000;30;;1783289141;0.002289;1635.000000;1963.066667;
tc40-2.txt;3;randomizado;0.300000;30;;1783289142;0.002327;1653.000000;1983.633333;
tc40-2.txt;3;reativo;;300;30;1783289133;0.022101;1263.000000;1819.153333;0.050000
tc40-2.txt;3;reativo;;300;30;1783289134;0.021728;1237.000000;1808.796667;0.050000
tc40-2.txt;3;reativo;;300;30;1783289135;0.023822;1253.000000;1814.993333;0.050000
tc40-2.txt;3;reativo;;300;30;1783289136;0.022184;1213.000000;1803.483333;0.050000
tc40-2.txt;3;reativo;;300;30;1783289137;0.022079;1261.000000;1793.323333;0.050000
tc40-2.txt;3;reativo;;300;30;1783289138;0.022957;1243.000000;1806.316667;0.050000
tc40-2.txt;3;reativo;;300;30;1783289139;0.021611;1241.000000;1808.170000;0.050000
tc40-2.txt;3;reativo;;300;30;1783289140;0.021749;1260.000000;1817.833333;0.050000
tc40-2.txt;3;reativo;;300;30;1783289141;0.021288;1273.000000;1830.120000;0.050000
tc40-2.txt;3;reativo;;300;30;1783289142;0.021493;1217.000000;1792.753333;0.050000
tc40-2.txt;5;guloso;;1;;1783289133;0.000047;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289134;0.000048;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289135;0.000049;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289136;0.000046;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289137;0.000049;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289138;0.000043;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289139;0.000041;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289140;0.000041;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289141;0.000045;822.000000;;
tc40-2.txt;5;guloso;;1;;1783289142;0.000043;822.000000;;
tc40-2.txt;5;randomizado;0.050000;30;;1783289133;0.002404;1202.000000;1393.033333;
tc40-2.txt;5;randomizado;0.050000;30;;1783289134;0.002364;1172.000000;1410.566667;
tc40-2.txt;5;randomizado;0.050000;30;;1783289135;0.002442;1212.000000;1414.400000;
tc40-2.txt;5;randomizado;0.050000;30;;1783289136;0.002287;1195.000000;1405.700000;
tc40-2.txt;5;randomizado;0.050000;30;;1783289137;0.002416;1122.000000;1392.700000;
tc40-2.txt;5;randomizado;0.050000;30;;1783289138;0.002395;1174.000000;1431.033333;
tc40-2.txt;5;randomizado;0.050000;30;;1783289139;0.002338;1198.000000;1444.566667;
tc40-2.txt;5;randomizado;0.050000;30;;1783289140;0.002207;1165.000000;1400.700000;
tc40-2.txt;5;randomizado;0.050000;30;;1783289141;0.002308;1224.000000;1441.333333;
tc40-2.txt;5;randomizado;0.050000;30;;1783289142;0.002225;1160.000000;1402.066667;
tc40-2.txt;5;randomizado;0.150000;30;;1783289133;0.002320;1662.000000;1954.466667;
tc40-2.txt;5;randomizado;0.150000;30;;1783289134;0.002319;1553.000000;1876.666667;
tc40-2.txt;5;randomizado;0.150000;30;;1783289135;0.002279;1351.000000;1897.700000;
tc40-2.txt;5;randomizado;0.150000;30;;1783289136;0.002311;1618.000000;1960.633333;
tc40-2.txt;5;randomizado;0.150000;30;;1783289137;0.002288;1717.000000;1996.066667;
tc40-2.txt;5;randomizado;0.150000;30;;1783289138;0.002350;1494.000000;1894.033333;
tc40-2.txt;5;randomizado;0.150000;30;;1783289139;0.002444;1629.000000;1950.633333;
tc40-2.txt;5;randomizado;0.150000;30;;1783289140;0.002344;1513.000000;1892.066667;
tc40-2.txt;5;randomizado;0.150000;30;;1783289141;0.002309;1432.000000;1911.533333;
tc40-2.txt;5;randomizado;0.150000;30;;1783289142;0.002598;1667.000000;1954.333333;
tc40-2.txt;5;randomizado;0.300000;30;;1783289133;0.002383;1752.000000;2001.266667;
tc40-2.txt;5;randomizado;0.300000;30;;1783289134;0.002474;1721.000000;1930.600000;
tc40-2.txt;5;randomizado;0.300000;30;;1783289135;0.002554;1531.000000;1937.033333;
tc40-2.txt;5;randomizado;0.300000;30;;1783289136;0.002349;1532.000000;1954.200000;
tc40-2.txt;5;randomizado;0.300000;30;;1783289137;0.002376;1701.000000;1975.033333;
tc40-2.txt;5;randomizado;0.300000;30;;1783289138;0.002330;1526.000000;1928.733333;
tc40-2.txt;5;randomizado;0.300000;30;;1783289139;0.002296;1531.000000;1963.400000;
tc40-2.txt;5;randomizado;0.300000;30;;1783289140;0.002438;1579.000000;1893.233333;
tc40-2.txt;5;randomizado;0.300000;30;;1783289141;0.002315;1619.000000;1941.400000;
tc40-2.txt;5;randomizado;0.300000;30;;1783289142;0.002446;1667.000000;1988.633333;
tc40-2.txt;5;reativo;;300;30;1783289133;0.023526;1164.000000;1746.486667;0.050000
tc40-2.txt;5;reativo;;300;30;1783289134;0.024547;1088.000000;1731.066667;0.050000
tc40-2.txt;5;reativo;;300;30;1783289135;0.023580;1119.000000;1706.103333;0.050000
tc40-2.txt;5;reativo;;300;30;1783289136;0.023753;1092.000000;1704.896667;0.050000
tc40-2.txt;5;reativo;;300;30;1783289137;0.024633;1160.000000;1715.670000;0.050000
tc40-2.txt;5;reativo;;300;30;1783289138;0.024686;1175.000000;1705.480000;0.050000
tc40-2.txt;5;reativo;;300;30;1783289139;0.025460;1191.000000;1736.833333;0.050000
tc40-2.txt;5;reativo;;300;30;1783289140;0.025062;1180.000000;1730.333333;0.050000
tc40-2.txt;5;reativo;;300;30;1783289141;0.024362;1127.000000;1741.866667;0.050000
tc40-2.txt;5;reativo;;300;30;1783289142;0.024098;1072.000000;1706.150000;0.050000
tc40-2.txt;10;guloso;;1;;1783289133;0.000049;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289134;0.000049;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289135;0.000046;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289136;0.000047;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289137;0.000049;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289138;0.000045;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289139;0.000046;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289140;0.000043;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289141;0.000044;564.000000;;
tc40-2.txt;10;guloso;;1;;1783289142;0.000043;564.000000;;
tc40-2.txt;10;randomizado;0.050000;30;;1783289133;0.002685;1093.000000;1378.000000;
tc40-2.txt;10;randomizado;0.050000;30;;1783289134;0.002693;1072.000000;1373.933333;
tc40-2.txt;10;randomizado;0.050000;30;;1783289135;0.002638;1176.000000;1378.566667;
tc40-2.txt;10;randomizado;0.050000;30;;1783289136;0.002769;1185.000000;1356.933333;
tc40-2.txt;10;randomizado;0.050000;30;;1783289137;0.002699;1159.000000;1366.266667;
tc40-2.txt;10;randomizado;0.050000;30;;1783289138;0.003193;968.000000;1369.800000;
tc40-2.txt;10;randomizado;0.050000;30;;1783289139;0.002829;1220.000000;1391.366667;
tc40-2.txt;10;randomizado;0.050000;30;;1783289140;0.002709;1185.000000;1374.700000;
tc40-2.txt;10;randomizado;0.050000;30;;1783289141;0.002832;1209.000000;1384.333333;
tc40-2.txt;10;randomizado;0.050000;30;;1783289142;0.002714;1060.000000;1356.800000;
tc40-2.txt;10;randomizado;0.150000;30;;1783289133;0.002717;1392.000000;1951.766667;
tc40-2.txt;10;randomizado;0.150000;30;;1783289134;0.002590;1554.000000;1941.866667;
tc40-2.txt;10;randomizado;0.150000;30;;1783289135;0.002543;1614.000000;1885.766667;
tc40-2.txt;10;randomizado;0.150000;30;;1783289136;0.002725;1643.000000;1929.200000;
tc40-2.txt;10;randomizado;0.150000;30;;1783289137;0.002551;1453.000000;1891.566667;
tc40-2.txt;10;randomizado;0.150000;30;;1783289138;0.002523;1686.000000;1908.500000;
tc40-2.txt;10;randomizado;0.150000;30;;1783289139;0.002600;1507.000000;1905.633333;
tc40-2.txt;10;randomizado;0.150000;30;;1783289140;0.002689;1528.000000;1919.033333;
tc40-2.txt;10;randomizado;0.150000;30;;1783289141;0.002747;1622.000000;1897.966667;
tc40-2.txt;10;randomizado;0.150000;30;;1783289142;0.002553;1491.000000;1932.333333;
tc40-2.txt;10;randomizado;0.300000;30;;1783289133;0.002653;1376.000000;1988.433333;
tc40-2.txt;10;randomizado;0.300000;30;;1783289134;0.003028;1565.000000;1957.800000;
tc40-2.txt;10;randomizado;0.300000;30;;1783289135;0.002614;1470.000000;1892.866667;
tc40-2.txt;10;randomizado;0.300000;30;;1783289136;0.002586;1671.000000;1945.266667;
tc40-2.txt;10;randomizado;0.300000;30;;1783289137;0.002573;1484.000000;1904.200000;
tc40-2.txt;10;randomizado;0.300000;30;;1783289138;0.002552;1686.000000;1933.233333;
tc40-2.txt;10;randomizado;0.300000;30;;1783289139;0.002741;1630.000000;1916.433333;
tc40-2.txt;10;randomizado;0.300000;30;;1783289140;0.002661;1651.000000;1936.533333;
tc40-2.txt;10;randomizado;0.300000;30;;1783289141;0.002800;1666.000000;1920.400000;
tc40-2.txt;10;randomizado;0.300000;30;;1783289142;0.002685;1533.000000;1948.266667;
tc40-2.txt;10;reativo;;300;30;1783289133;0.027311;1073.000000;1707.726667;0.050000
tc40-2.txt;10;reativo;;300;30;1783289134;0.027026;1026.000000;1707.530000;0.050000
tc40-2.txt;10;reativo;;300;30;1783289135;0.027281;1019.000000;1705.366667;0.050000
tc40-2.txt;10;reativo;;300;30;1783289136;0.026773;1068.000000;1686.693333;0.050000
tc40-2.txt;10;reativo;;300;30;1783289137;0.028871;1121.000000;1682.850000;0.050000
tc40-2.txt;10;reativo;;300;30;1783289138;0.027296;1068.000000;1687.166667;0.050000
tc40-2.txt;10;reativo;;300;30;1783289139;0.026393;1135.000000;1698.663333;0.050000
tc40-2.txt;10;reativo;;300;30;1783289140;0.026713;1121.000000;1711.560000;0.050000
tc40-2.txt;10;reativo;;300;30;1783289141;0.027161;1100.000000;1710.650000;0.050000
tc40-2.txt;10;reativo;;300;30;1783289142;0.028382;1060.000000;1689.503333;0.050000
tc40-3.txt;3;guloso;;1;;1783289133;0.000049;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289134;0.000046;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289135;0.000046;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289136;0.000044;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289137;0.000042;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289138;0.000042;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289139;0.000041;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289140;0.000043;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289141;0.000048;910.000000;;
tc40-3.txt;3;guloso;;1;;1783289142;0.000042;910.000000;;
tc40-3.txt;3;randomizado;0.050000;30;;1783289133;0.002192;1187.000000;1428.200000;
tc40-3.txt;3;randomizado;0.050000;30;;1783289134;0.002365;1146.000000;1428.300000;
tc40-3.txt;3;randomizado;0.050000;30;;1783289135;0.002311;1197.000000;1422.300000;
